,id,cmt,giá,dịch_vụ,ship,hiệu_năng,chính_hãng,cấu_hình,phụ_kiện,other,mẫu_mã
2053,16619,"máy đẹp , mượt_mà , chức_năng đều ok , cám_ơn shop ! mong shop làm_ăn lớn , phục_vụ nhe !",0,0,0,1,0,1,0,0,1
2054,16618,"đóng_gói sản_phẩm , chất_lượng tốt , camera oke nè",0,0,1,0,0,1,0,0,0
2055,16617,đóng_gói cẩn_thận kỹ giao hàng . hy_vọng không lỗi .,0,0,1,0,0,0,0,0,0
2058,16614,"đầu mua đt mạng đặt_hàng hồi_hộp , không hàng , . không ngờ sản_phẩm chất_lượng , shop uy_tín giao hàng như quảng_cáo , máy 99 % . hài_lòng shop . mua hàng shop , 5 *",0,0,0,0,0,0,0,0,1
2059,16613,"máy ngon . đẹp lắm , shop giao hàng đúng quảng_cáo , test máy ổn_định , wifi mạnh mạng game lướt web phim mượt , chụp hình sắt nét , vừa_lòng , nhân_viên nhiệt_tình , chăm_sóc khách_hàng tốt , anh_em yên_tâm mua hàng shop",0,1,0,1,0,1,0,0,1
2060,16612,"máy , ốp xịn , kính cường_lực , lì_xì , triển_khai toàn_bộ chuỗi cửa_hàng toàn_bộ shop . shop làm_ăn shop cạnh_tranh lắm , phục_vụ bớt chuyên_nghiệp đi , 5.0 . : ( , buồn = )",0,-1,0,0,0,0,1,0,1
2062,16610,"mỹ nhung giao hàn -> không v đề , máy hình_thức keng . , kiểm_tra pin cycle count = 0 , , bình_thường 1 nhấp_nháy mành_mành , bật chế_độ slowmo chỗ , không máy v50 ? đủ ảnh đẹp",0,-1,0,0,0,-1,0,0,1
2063,16609,sản_phẩm oke tầm giá,0,0,0,0,0,0,0,1,0
2064,16608,máy 🥺 . cạnh góc xước đeo cover mượt . 5 *,0,0,0,0,0,0,0,0,-1
2065,16607,oke sạc cáp sạc shop hơi 4 máy 1 shop,0,0,0,0,0,0,-1,0,0
2066,16606,"máy , mượt , tốt tầm giá",0,0,0,1,0,0,0,0,1
2067,16605,"điện_thoại đẹp , chưa không chất_lượng ntn . giao hàng hơi , mua đợt sale .",0,0,-1,0,0,0,0,0,1
2068,16604,"hàng chất_lượng , máy đẹp , giá_cả hợp_lý , 👍 , mua ủng_hộ shop , shop giao hàng đúng như quảng_cáo , 5 sản_phẩm shop_👍",1,0,0,0,0,0,0,0,1
2070,16602,máy đẹp phép shop trừ trừ 1 * game sẵn máy cảm_giác không mượt lắm trừ trừ 1 * cảm_giác pin,0,0,0,-1,0,-1,0,0,1
2071,16601,"hàng cực đẹp chất mn , shop hàng tốt",0,1,0,0,0,0,0,0,1
2072,16600,"shop đóng_gói cẩn_thận , giao hàng , nhiệt_tình , tin_cậy .",0,1,1,0,0,0,0,0,0
2073,16599,"vui , shop uy_tín giao hàng đúng như quảng_cáo , chức_năng ổn_định , màu_sắc_đẹp , cầm_chắc_tay mạng lướt web phim game đều vừa_lòng , anh_em mua sản_phẩm ơn shop",0,1,1,1,0,1,0,0,1
2074,16598,"pin_khỏe lắm , . mặc_dù không dòng điện_thoại cao_cấp cấu_hình ổn , đáp_ứng mục_đích . chạy mượt ủng_hộ shop tặng shop 5 pin_khỏe lắm , máy mượt .",0,0,0,1,0,1,0,0,0
2075,16597,"shop tư_vấn nhiệt_tình , hàng chuẩn đét , nguyên niêm_phong",0,1,0,0,1,0,0,0,0
2077,16595,"máy xong 3 , máy đẹp , màn_hình cảm_ứng nhạy , camera chụp hình sắc_sảo , chức_năng hoạt_động tốt , pin trâu sạc ổn_định mạng game phim êm_ru sướng , giá_cả hợp_lý , hài_lòng lắm shop , chúc shop phát_triển mạnh khách_hàng",1,0,0,1,0,1,0,0,1
2078,16594,"máy_đẹp , chất_lượng tốt mong shop cài_đặt tiếng việt đủ unlock",0,0,0,0,0,0,0,0,1
2080,16592,máy ok ! không quen ! 500k mua iphone 5,0,0,0,0,0,0,0,1,0
2081,16591,"hàng nguyên đai nguyên kiện . giá tốt , nhiệt_tình . giao hàng hơi chậm : )",1,1,-1,0,1,0,0,0,0
2082,16590,"máy hàng cũ , hỏng loa",0,0,0,0,0,-1,0,0,-1
2083,16589,"sp tốt , máy hơi xước kính pin sụt hơi , mua , thanks",0,0,0,0,0,-1,0,0,-1
2084,16588,"chuẩn_đẹp , nguyên zin thanks shop",0,0,0,0,1,0,0,0,1
2086,16586,"chuẩn nha anh_em , shop giao hàng hẹn , chất_lượng máy tốt , máy đẹp cấu_hình ổn_định , chức_năng chạy mượt , màn_hình cảm_ứng nhạy , màu_sắc_đẹp như mong_đợi , chiến game sướng , pin trâu , hài_lòng vừa_ý , shop 10 chất_lượng phong_cách phục_vụ",0,1,1,1,0,1,0,0,1
2087,16585,sản_phẩm oke ngon,0,0,0,0,0,0,0,1,0
2090,16582,"chất lượn tuyệt_vời , trừ khay thẻ_nhớ sim gãy tuyệt , nhíp gắp oke : *",0,0,0,0,0,-1,0,1,0
2091,16581,"shop in hoá_đơn 1 giá . shipper 690k . đầu shipper đt báo_giá gói hàng 690k . đơn hàng liên_lạc . nhỡ tham người_ta không . shipper không ,",0,0,-1,0,0,0,0,1,0
2092,16580,"hoàn_thiện , sản_phẩm đẹp màu_sắc rực_rỡ , cấu_hình mạnh_mẽ , chức_năng cơ_bản hoạt_động tốt ổn_định , màn_hình đẹp âm_thanh , cảm_ứng lướt êm nhạy , sản_phẩm hoàn_hảo , shop giao hàng đúng như quảng_cáo , hài_lòng vừa_ý ,",0,0,0,0,0,1,0,0,1
2093,16520,gói cẩn_thận . chất_lượng chưa,0,0,1,0,0,0,0,0,1
2095,16518,chân sạc hỏng cắm không,0,0,0,0,0,0,-1,0,0
2097,16516,tốt . đảm_bảo chất_lượng tiền,0,0,0,0,0,0,0,1,0
2098,16515,ok đấy . pin . k không . 3 . pin 4k5 sạc 2 / day : (,0,0,0,0,0,-1,0,0,0
2099,16514,"hài_lòng sản_phẩm shop , máy đẹp , hoạt_động ổn_định , cấu_hình mạnh , màn_hình cảm_ứng nhạy màu_sắc rực_rỡ như mong_đợi , shop giao hàng đúng hẹn , chất_lượng đúng như quảng_bá , đồng_tiền , shop",0,0,1,0,0,1,0,0,1
2100,16513,hàng đẹp,0,0,0,0,0,0,0,0,1
2101,16512,"chuẩn , hàng đẹp lắm shop , máy cầm đầm chảnh , chức_năng hoạt_động tốt , ứng_dụng chạy êm_ái , màn_hình màu_sắc_đẹp , cảm_ứng lướt nhẹ_nhàng , chụp hình sắc nét , hài_lòng lắm , shop uy_tín , giao hàng chất_lượng tốt , shop , anh_em an_tâm ủng_hộ shop ,",0,1,1,1,0,1,0,0,1
2102,16511,hàng tạm ổn,0,0,0,0,0,0,0,1,0
2103,16510,"máy mới_tinh không 1 vết xước , màn_hình đẹp tuyệt , shop giao hàng , , chat amazon gỡ ads vòng 1 nốt_nhạc 🤟",0,0,1,0,0,1,0,0,1
2104,16509,sp đầy_đủ test shop chu_đáo .,0,1,0,0,0,0,0,0,0
2105,16508,"hàng chuẩn , shop uy_tín , giao hàng đúng , sản_phẩm ứng_dụng tốt , pin như shop quảng_cáo , hài_lòng phong_cách phục_vụ shop chế_độ hậu_mãi tốt , quảng_cáo người_thân bạn_bè ủng_hộ",0,1,1,1,0,1,0,0,1
2106,16507,ko 5,0,0,0,0,0,0,0,1,0
2107,16506,"ram mạnh , game mượt không nóng máy sạc pin , pin trâu",0,0,0,1,0,1,0,0,0
2108,16505,"máy_đẹp , chất_lượng tốt , test ứng_dụng chạy mượt , cấu_hình mạnh_mẽ , shop uy_tín gửi hàng chất_lượng như quảng_cáo , giao hàng đúng hẹn , nhân_viên làm_việc chuyên_nghiệp , vui_vẻ tận_tâm khách_hàng , vừa_lòng , giới_thiệu người_thân ủng_hộ shop . 5 *",0,1,1,1,0,1,0,0,1
2109,16504,hàng oke lắm ❤ ️ ❤ ️ ❤ ️ . shop nhiệt_tình 😘,0,1,0,0,0,0,0,0,0
2110,16503,máy cũ không fullbox đập_hộp shop onl 10 câu tl 1 câu máy ổn cáp sạc tai_nghe không zin máy máy màn_hình cam hơi không,0,-1,0,0,0,-1,-1,0,-1
2112,16501,"đóng_gói cẩn_thận , giao hàng , máy đẹp , oke .",0,0,1,0,0,0,0,0,1
2113,16500,2 tuần . ok .,0,0,0,0,0,0,0,1,0
2114,16499,shop chăm_sóc khách_hàng tận_tình,0,1,0,0,0,0,0,0,0
2115,16498,ok giá tiền . giao hàng . pin khoẻ . màu không đẹp như ảnh,0,0,1,0,0,1,0,0,-1
2116,16497,"điện_thoại đẹp , hãng",0,0,0,0,1,0,0,0,1
2118,16495,pin đóng_gói hàng hơi sơi sài . bọc chốc sốc hàng giao hcm tận hàng hộp bọc hàng may không ảnh_hưởng đien thoại shop gói hàng kỹ . đơn hàng tiền,0,0,-1,0,0,1,0,0,0
2120,16493,"máy đẹp shop , giá_cả hợp_lý , shop giao hàng đúng hẹn , chất_lượng không , chuẩn , vừa_ý hài_lòng , đồng_tiền bát gạo , shop phục_vụ chuyên_nghiệp , chế_độ hậu_mãi rõ_ràng , an_tâm sản_phẩm giá 5sao ,",1,1,1,0,0,0,0,0,1
2121,16492,giao đúng mẫu_mã gòn đt chụp hình ng lớn_tuổi nghe gọi ít trò_chơi oke tải lag máy lắm . thao_tác m ng lớn không điện_thoại_xuyên,0,0,-1,-1,0,1,0,0,0
2122,16491,hài_lòng sản_phẩm . shop,0,0,0,0,0,0,0,1,0
2123,16490,"chất_lượng sản_phẩm tuyệt_vời , shop phục_vụ nhiệt_tình .",0,1,0,0,0,0,0,0,0
2124,16489,"giao đúng , shop gói hàng kỹ chống sốc hàng không lỗi .",0,0,1,0,0,0,0,0,0
2125,16488,hàng nguyên hộp . chạy ưng_ý tầm chất_lượng chưa .,0,0,0,1,1,0,0,0,0
2126,16487,"giao hàng . mua shop , uy_tín . máy cấn móp một_chút cạnh , ổn",0,1,1,0,0,0,0,0,-1
2127,16486,quảng_áo mấy fullbox mấy cũ màn vỡ góc,0,0,0,0,0,0,0,0,-1
2128,16485,pin hơi phồng giá chấp_nhận dc .,0,0,0,0,0,-1,0,0,0
2129,16484,"tuyệt , chất_lượng tốt , đúng như shop quảng_bá , hoàn_thiện chi_tiết , shop uy_tín , giao hàng đúng hẹn sản_phẩm đẹp không chê , hài_lòng lắm , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",0,1,1,0,0,0,0,0,1
2130,16483,máy hơi lag cập_nhật ngon,0,0,0,-1,0,0,0,0,0
2131,16482,"shop , điện_thoại đẹp , hàng xong test máy sản_phẩm chuẩn , ứng_dụng chạy êm_ru , pin trâu lắm . đặc tặng người_thân shop giảm_giá minh . duyệt 5 shop dễ_thương . 👍",0,0,0,1,0,1,0,0,1
2132,16481,"đẹp lắm , chất_lượng tốt , giá_cả hợp_lý , test chức_năng cơ_bản ổn_định , màn_hình cảm_ứng nhạy , màu_sắc_đẹp , pin trâu , cảm_nhận thoải_mái sản_phẩm , shop uy_tín giao hàng chất_lượng đúng như quảng_cáo , hài_lòng lắm shop , shop",1,1,0,1,0,0,0,0,1
2134,16479,sản_phẩm kích_hoạt bảo_hành điện_tử 1 hàng . giá sale ổn .,1,0,0,0,0,0,0,0,0
2136,16477,"3 . sản_phẩm đen ( gọi điện giao trắng . viền tróc ( chấp_nhận ) lắp lưng chỗ chân sạc hở không khít màn cảm_ứng mượt ( không hài_lòng phản_quang đốm trắng ) shop đổi nhiệt_tình máy ổn , pin ổn phụ_kiện đầy_đủ . 4",0,-1,0,0,0,-1,1,0,-1
2137,16476,"tuyệt_vời , máy đẹp , shop giao hàng đúng như quảng_cáo , chức_năng ổn_định , ứng_dụng chạy mượt , màn_hình cảm_ứng nhạy màu_sắc rực_rỡ đẹp , mạng lướt web phim đều oke , shop tận_tình hướng_dẫn , nhân_viên phục_vụ chuyên_nghiệp , hài_lòng ,",0,1,0,1,0,1,0,0,1
2138,16475,"hàng hình_thức đẹp 99 % như giới_thiệu . trước_mắt máy mượt , đánh gia sshop 5 . lỗi 😁 hi_vọng chế_độ bảo_hành ok",0,0,0,1,0,0,0,0,1
2139,16474,máy ngoại_hình đẹp 99 % . chức_năng test tạm_thời ổn_định phiếu bảo_hành 2 an_tâm .,0,1,0,1,0,0,0,0,1
2140,16473,đt ful box không ốp lưng kính cường pin 4h ms sạc xong,0,0,0,0,0,-1,-1,0,1
2141,16472,sản_phẩm ok,0,0,0,0,0,0,0,1,0
2142,16471,"trời chủ shop dễ_thương kinh_khủng , nhắn_tin phản_hồi . tư_vấn sản_phẩm ưng_ý . không 5 bất_công shop hả shop",0,1,0,0,0,0,0,0,0
2144,16469,máy oke chủ shop nt không rep . 1 máy không đc !,0,-1,0,0,0,0,0,0,0
2145,16468,"hàng shop gửi . đẹp_mắt , chất_lượng không chê , cấu_hình , mạnh giá tiền , test chức_năng ổn . giá_cả hợp túi_tiền , vui sản_phẩm đúng như quảng_cáo . giới_thiệu người_thân ủng_hộ shop 👍",1,0,0,0,0,1,0,0,1
2147,16466,"điện_thoại hồi chiều , test chức_năng đều ổn , bề_ngoài mới_dụng chạy êm , mạnh , vừa_ý , shop giao hàng đúng như quảng_cáo , giới_thiệu người_thân bạn_bè ủng_hộ shop , mua hàng shop . bình_chọn 5 * shop",0,0,0,1,0,1,0,0,1
2148,16901,"hàng ổn , nguyên_vẹn , đẹp . điện_thoại active không có_giá oke chấp_nhận . thanks shop .",0,0,0,0,0,0,0,0,1
2149,16900,"giao hàng . mua ful box không hộp : ( kèm phụ_kiện đầy_đủ , tặng bao da cộng cường_lực dán . máy tạm_thời ưng .",0,-1,1,0,0,0,1,0,0
2150,16899,mk mua máy game không mượt như hàng chất_lượng máy oke tác vụ đều ổn ng suy_nghĩ kĩ mua,0,0,0,-1,0,0,0,0,0
2152,16897,"hài_lòng chất_lượng sản_phẩm , máy đẹp lắm , shop giao hàng , test chức_năng ổn_định , màn_hình đẹp màu_sắc rực_rỡ , cảm_ứng lướt êm mượt , cấu_hình mạnh mạng lướt web phim , liên_minh sướng , đồng_tiền , giới_thiệu",1,0,1,1,0,1,0,0,1
2153,16896,"ngoại_hình_như , đẹp sạc chậm : )",0,0,0,0,0,-1,0,0,1
2154,16895,"giao hàng cực , máy ổn . shop",0,0,1,0,0,0,0,0,0
2155,16894,"máy đẹp giá rẻ , camera chuẩn nét , sống ảo tuyệt_vời . web lướt phà phà . game đỉnh . shop uy_tín , giao hàng , phục_vụ tốt . shop uy_tín 5 *",1,1,1,1,0,1,0,0,1
2156,16893,sản_phẩm tốt giao hàng,0,0,1,0,0,0,0,0,0
2157,16892,"không chê , shop đóng_gói kỹ , hàng nguyên niêm_phong , điện_thoại chạy ổn . 5 shop",0,0,1,0,1,0,0,0,1
2158,16891,"máy hình_thức đẹp như chủ shop tư_vấn nhiệt_tình vui_vẻ máy_cấu_hình mạnh , pin đủ 1 phụ_kiện đầy_đủ yên_tâm mua oke lắm 5 shop",0,1,0,0,0,1,1,0,1
2159,16890,"hàng , chờ kiểm_chứng chất_lượng sản_phẩm .",0,0,0,0,0,0,0,1,0
2160,16889,"hoàn_thiện , sản_phẩm đẹp màu_sắc rực_rỡ , cấu_hình mạnh_mẽ , chức_năng cơ_bản hoạt_động tốt ổn_định , màn_hình đẹp âm_thanh , cảm_ứng lướt êm nhạy , sản_phẩm hoàn_hảo , shop giao hàng đúng như quảng_cáo , hài_lòng vừa_ý ,",0,0,0,1,0,1,0,0,1
2161,16888,hàng ngon ! mượt_mà kì_đà,0,0,0,1,0,0,0,0,0
2162,16887,"shop giao hàng đúng hẹn , máy đẹp lắm , chất_lượng tốt như quảng_cáo , test ứng_dụng hoạt_động êm , cảm_ứng nhạy màn_hình màu_sắc rực_rỡ như mong_đợi , chức_năng đều hoàn_hảo , , shop đem niềm sản_phẩm shop , 5sao shop ,",0,1,1,1,0,1,0,0,1
2163,16886,"hàng nguyên_vẹn tem niêm_phong , dịch_vụ shop kém . ghi hàng hcm hà_nội . ship . shop không phản_ánh 5 chưa hàng , trả_lời như 1 robot đùn_đẩy check ship . thất_vọng samsung mal",0,-1,-1,0,0,0,0,0,0
2164,16885,sản_phẩm xịn xò hành_chính hãng kèm bảo_hành quốc hồn quốc_túy bún đậu mắm_tôm àquốc hồn quốc_túy bún đậu mắm_tôm àquốc hồn quốc_túy bún đậu mắm_tôm àquốc hồn quốc_túy bún đậu mắm_tôm àquốc hồn quốc_túy bún đậu mắm_tôm,0,0,0,0,1,0,0,0,0
2165,16884,"máy_móc , đóng_gói oke .",0,0,1,0,0,0,0,0,0
2166,16883,"đóng_gói giao hàng lắm , bề_ngoài máy ok , mã máy nhật , giá đúng rẻ 5 nha",1,0,1,0,0,0,0,0,1
2167,16882,"shop uy_tín , chất_lượng sản_phẩm hoàn_hảo đẹp cấu_hình mạnh_mẽ , lướt web . game mượt_mà , màn_hình cảm_ứng nhạy , màu_sắc siêu đẹp , hài_lòng vừa_ý sản_phẩm phong_cách phục_vụ shop , 5 .",0,1,0,1,0,1,0,0,1
2169,16880,"máy ful box đầy_đủ phụ_kiện , máy đẹp cảm_ứng mượt , chụp hình sắt nét , nhân_viên shop nhiệt_tình , vui_vẻ tận_tâm giao hàng đúng chất_lượng hài_lòng , shop",0,1,1,1,0,1,1,0,1
2170,16879,"sản_phẩm tốt shop nhiệt_tình , giao hàng , tks",0,1,1,0,0,0,0,0,0
2171,16878,sp đẹp mong_đợi . tuyệt_vời . shop cực_kỳ nhiệt_tình . người_lớn,0,1,0,0,0,0,0,0,1
2173,16876,"đúng như shop quảng_bá , sản_phẩm đẹp , chất_lượng không chê , hoàn_thiện , shop uy_tín giao hàng đúng hẹn sản_phẩm đúng hàng hãng , hài_lòng vừa_ý , an_tâm sản_phẩm shop shopee , shop 5",0,1,1,0,1,0,0,0,1
2174,16875,"máy đẹp , chất_lượng như shop quảng_cáo , test chức_năng đều hoạt_động tốt , màn_hình đẹp , màu_sắc rực_rỡ như mong_đợi , cầm đầm chảnh , shop uy_tín , giao hàng đúng hẹn , nhân_viên phục_vụ tốt , hài_lòng lắm , ủng_hộ sản_phẩm shop ,",0,1,1,1,0,1,0,0,1
2175,16874,"máy đẹp , chất_lượng như shop quảng_cáo , test chức_năng đều hoạt_động tốt , màn_hình đẹp , màu_sắc rực_rỡ như mong_đợi , cầm đầm chảnh , shop uy_tín , giao hàng đúng hẹn , nhân_viên phục_vụ tốt , hài_lòng lắm , ủng_hộ sản_phẩm shop ,",0,1,1,1,0,1,0,0,1
2176,16873,"máy đẹp như 99 % , shop uy_tín",0,1,0,0,0,0,0,0,1
2177,16872,"5sao . hàng trưa hôm_qua một đêm , máy . 4 góc hơi trầy ốp , pin 80 % , màn_hình ấn vô vẻ hơi yếu , kiện đầy_đủ , cổng sạc , otg ok . thích_hợp học_tập làm_việc văn_phòng , hơi buồn tờ giấy bảo_hành 3 .",0,0,0,1,0,-1,1,0,1
2178,16871,"máy_lag , chạy chậm , game không , thất_vọng .",0,0,0,-1,0,0,0,0,0
2179,16870,máy oke,0,0,0,0,0,0,0,1,0
2180,16869,"đóng_gói cẩn_thận , vận_chuyển hộp móp méo chút_xíu không ảnh_hưởng pin kt chưa . máy như . sạc cắm hơi lỏng",0,0,1,0,0,0,0,0,1
2182,16867,máy_sạc nóng .,0,0,0,0,0,-1,0,0,0
2183,16866,máy 2 tuần ổn_định không giật lag có_lẽ game không fb zalo ngon,0,0,0,1,0,0,0,0,0
2184,16865,máy pin trâu . tuần không pin . lỗi màn_hình . vạch kẻ . chấp_nhận đk,0,0,0,0,0,-1,0,0,0
2185,16864,"loa to , nghe nhạc , phim . máy dán sẵn chống xước bọc decal . rom máy tính_năng xoay màn_hình shop chủ_động đổi máy .",0,0,0,0,0,1,0,0,0
2186,16863,hài_lòng sản_phẩm nguyên đăng_ký bảo_hành chúc shop buôn mai đắt,0,0,0,0,1,0,0,0,0
2187,16862,tuyệt_vời . đều oke . điện thoai oke lắm e shop 5 . giới_thiệu dùm shop . chúc shop làm_ăn phát_đạt mãi uy_tín như shop .,0,0,0,0,0,0,0,1,0
2188,16861,"máy như 100 % , mạnh_mẽ , ổn_định , pin tốt . tầm giá",1,0,0,1,0,1,0,0,1
2189,16860,máy cảm_giác ok . nắp đồ nạy .,0,0,0,0,0,0,0,1,0
2190,16859,"máy ful box đầy_đủ phụ_kiện như shop mô_tả , máy_đẹp , test ứng_dụng mượt , shop nhiệt_tình , vui_vẻ giao hàng đúng hẹn shop giao sản_phẩm đúng như quảng_cáo , bình_chọn 5 * .",0,1,1,1,0,0,1,0,1
2191,16858,mua 2 sản_phẩm đều oke,0,0,0,0,0,0,0,1,0
2192,16857,sản_phẩm tốt trình gọi điện miui 1 rát chuối . định mua trình gọi điện . nghiên_cứu,0,0,0,0,0,0,0,1,0
2193,16856,"sp hãng , kích_hoạt bảo_hành 2 mua , hài_lòng , săn sale giá tốt . dịp mua ủng_hộ shop tiếp 👍",1,0,0,0,1,0,0,0,0
2194,16855,"hài_lòng sản_phẩm shop , máy đẹp , hoạt_động ổn_định , cấu_hình mạnh , màn_hình cảm_ứng nhạy màu_sắc rực_rỡ như mong_đợi , shop giao hàng đúng hẹn , chất_lượng đúng như quảng_bá , đồng_tiền , shop",0,0,1,1,0,1,0,0,1
2195,16854,"máy đẹp , hoàn_thiện tốt , cấu_hình mạnh_mẽ , pin trâu , cảm_ứng mượt_mà lướt êm_ái , màu_sắc rực_rỡ như mong_đợi , hài_lòng sản_phẩm , shop phục_vụ nhiệt_tình , giao hàng đúng hẹn chất_lượng đúng như quảng_bá , an_tâm sản_phẩm shop ,",0,1,1,1,0,1,0,0,1
2196,16853,"sản_phẩm ok , điện_thoại tốt . giao hàng . shop tư_vấn nhiệt_tình .",0,1,1,0,0,0,0,0,0
2197,16852,"máy đẹp giao hàng . đóng_gói cẩn_thận , shop nhiệt_tình !",0,1,1,0,0,0,0,0,1
2198,16851,"“ cây_xanh lá xanh , cha_mẹ hiền_lành đức ” cha_mẹ 😏 máy gmail , lit , maps đều quay_vòng như video ak . cố_ý không tư_vấn hàng bảo không trả_lời không trách_nhiệm 1tr ăn chẳng .",0,-1,0,0,0,-1,0,0,0
2199,16850,máy . đợi test chất_lượng ! hơi chút chậm chậm,0,0,0,-1,0,0,0,0,1
2201,16848,"mua ipad 4 , shop nhiệt_tình , uy_tín , chất_lượng . ủng_hộ shop .",0,1,0,0,0,0,0,0,0
2202,16847,mua giá rẻ shop shoppe mong mua món như,1,0,0,0,0,0,0,0,0
2203,16846,giáo hàng đóng_gói cẩn_thận máy cầm nhẹ_tênh không mạng chậm load mãi,0,0,1,0,0,-1,0,0,-1
2204,16845,"giao hàng , chất_lượng tốt , hình_như . cám_ơn shop !",0,0,1,0,0,0,0,0,1
2205,16844,hàng hãng nguyên seal . đóng_gói hơi sơ saigon hanoi . hộp bẹp 1 đầu hơi hoang_mang may máy không . máy tốt tầm giá . mua .,1,0,-1,0,1,0,0,0,0
2206,16843,hàng tốt pin tụt hơi,0,0,0,0,0,-1,0,0,0
2207,16842,"shop uy_tín , giao hàng đúng hẹn , máy chất_lượng đúng quảng_cáo , phong_cách làm_việc chuyên_nghiệp , máy đẹp , chức_năng chạy mạnh , màu_sắc màn_hình , hài_lòng , ủng_hộ shop , một",0,1,1,1,0,1,0,0,1
2208,16841,"kiểu_dáng đẹp , cầm đầm , mượt , loa không như đồn . yếu máy màn_hình hơi tối 1 tí , mic thoại vẻ không nhạy lắm chấp_nhận , camera gốc máy chụp không đẹp mấy cài gcam chụp đẹp nha .",0,0,0,1,0,-1,0,0,1
2210,16839,điện_thoại tốt ổn lâu_dài chưa shop 5 *,1,0,0,0,0,0,0,0,0
2211,16838,đáng_ra 2 . màu đen giao màu xanh . shop xin_lỗi,0,-1,0,0,0,0,0,0,0
2212,16837,shop hàng uy_tín lỗi đổi,0,1,0,0,0,0,0,0,0
2213,16836,"tốt hình_dung , shop tư_vấn kỹ , gửi hàng , máy đẹp",0,1,1,0,0,0,0,0,1
2214,16835,"mua đúng sale , hàng đúng chủng_loại , shop",0,0,0,0,0,0,0,1,0
2215,16834,ổn tầm giá mua thư_ký thư_ký khen không chê,1,0,0,0,0,0,0,0,0
2216,16833,tạm,0,0,0,0,0,0,0,1,0
2218,16831,mua ram 6 gửi 4 . đt pin yếu,0,-1,0,0,0,-1,0,0,0
2219,16830,sản_phẩm 1 tuần tốt shop bảo zin keng đi kiểm_tra người_ta bảo vỏ lô,0,0,0,0,-1,0,0,0,0
2220,16829,điện_thoại nghe gọi ổn tầm giá máy cũ xước . tặng sạc cáp 1 ốp dây sạc shop sạc tối_đa 84 % thay dây sạc ổn,0,0,0,0,0,0,1,0,-1
2221,16828,máy đẹp shop,0,0,0,0,0,0,0,0,1
2222,16827,"hàng chuẩn , chưa kích_hoạt . hài_lòng . chưa chưa lâu_dài trước_mắt ok 😃",0,0,0,0,0,0,0,0,1
2223,16826,"hàng , shop giao hàng máy bề_ngoài đẹp 99 % , chức_năng cơ_bản hoạt_động tốt , màn_hình cảm_ứng nhạy , màu_sắc đẹp , camera sắt nét , máy cấu_hình mạnh_mẽ , mạng lướt web , zalo chạy êm_ru , hài_lòng , nhân_viên shop",0,0,1,1,0,1,0,0,1
2224,16825,5sao tuyệt_vời,0,0,0,0,0,0,0,1,0
2225,16824,"hàng hãng nguyên seal , ủng_hộ tiếp .",0,0,0,0,1,0,0,0,0
2226,16823,"chuẩn nha anh_em , shop giao hàng hẹn , chất_lượng máy tốt , máy đẹp cấu_hình ổn_định , chức_năng chạy mượt , màn_hình cảm_ứng nhạy , màu_sắc_đẹp như mong_đợi , chiến game sướng , pin trâu , hài_lòng vừa_ý , shop 10 chất_lượng phong_cách phục_vụ",0,1,1,1,0,1,0,0,1
2227,16822,máy tạm ổn . gọi zalo hìnk ảnk kém lắm . ố vàng,0,0,0,0,0,-1,0,0,0
2229,16820,hàng tốt . giá_thành hợp_lý,1,0,0,0,0,0,0,0,0
2230,16819,"pin trâu , tốt bền",0,0,0,0,0,1,0,0,0
2231,16818,"máy đẹp shop , giá_cả hợp_lý , shop giao hàng đúng hẹn , chất_lượng không , chuẩn , vừa_ý hài_lòng , đồng_tiền bát gạo , shop phục_vụ chuyên_nghiệp , chế_độ hậu_mãi rõ_ràng , an_tâm sản_phẩm giá 5sao ,",1,1,1,0,0,0,0,0,1
2232,16817,"mua giá tốt , cảm_nhận ban_đầu mở_hàng tốt . ban_đầu cài ap máy hơi nóng . lâu_dài trải nghiệm . dvkh support tình .",1,1,0,-1,0,0,0,0,0
2233,16816,"máy đẹp ! shop hướng_dẫn_nhiệt_tình chu_đáo . chờ 7 cài tiếng việt . update 7 : cài tiếng việt , shop nhiệt_tình uy_tín , trách_nhiệm . hài_lòng lắm , mua mua shop . cám_ơn shop nhá 😍 👍",0,1,0,0,0,0,0,0,1
2234,16815,không chê,0,0,0,0,0,0,0,1,0
2235,16814,máy cũ màn_hình tàu . vỏ thay . ko mua,0,0,0,0,0,-1,0,0,0
2237,16812,hàng good nha,0,0,0,0,0,0,0,1,0
2238,16811,"điện_thoại tốt đẹp . giá mua sale rẻ 4tr8 . màn_hình 120hz mượt , màn_hình lớn 6.67 inch viên pin lớn . tuyệt ! shop giao hàng , nhiệt_tình chu_đáo . shop sản_phẩm !",1,1,1,1,0,1,0,0,1
2239,16810,hàng . điện_thoại samsung hai mua . máy oke giá .,0,0,0,0,0,0,0,1,0
2240,16809,mua 4c . bé học,0,0,0,0,0,0,0,1,0
2242,16807,"shop uy_tín giao hàng đúng hẹn , sản_phẩm chất_lượng , test ứng_dụng chạy mượt lắm , chụp hình sắt nét , lướt web phim oke , vừa_ý , giới_thiệu bạn_bè người_thân ủng_hộ shop , chúc shop thành_công 5 .",0,1,1,1,0,1,0,0,0
